Invoice ID,Account ID,Account,Status_Updated_Date,Salesperson,Sales,State,Item Class,Material_Service,Status,Customer Type,Year,Quarter,Month
INV7924,1001217,Thomas Edison Charter School North,01/05/2021 00:00,NW - Tanner A,2100,Utah,Wire,Material,Invoiced Sales,Reseller,2021,Q2,5
INV7924,1001217,Thomas Edison Charter School North,01/05/2021 00:00,NW - Tanner A,234.88,Utah,Kits,Material,Invoiced Sales,Reseller,2021,Q2,5
INV7915,1001222,T.E.S.T. Total Education Solutions In Technology,01/05/2021 00:00,NW - Tanner A,0,Montana,3rd Party License,Material,Invoiced Sales,Reseller,2021,Q2,5
INV7915,1001222,T.E.S.T. Total Education Solutions In Technology,01/05/2021 00:00,NW - Tanner A,0,Montana,Manuals,Material,Invoiced Sales,Reseller,2021,Q2,5
INV7915,1001222,T.E.S.T. Total Education Solutions In Technology,01/05/2021 00:00,NW - Tanner A,0,Montana,Amplifiers,Material,Invoiced Sales,Reseller,2021,Q2,5
INV7915,1001222,T.E.S.T. Total Education Solutions In Technology,01/05/2021 00:00,NW - Tanner A,0,Montana,Power Supply,Material,Invoiced Sales,Reseller,2021,Q2,5
INV7915,1001222,T.E.S.T. Total Education Solutions In Technology,01/05/2021 00:00,NW - Tanner A,0,Montana,Network Devices,Material,Invoiced Sales,Reseller,2021,Q2,5
INV7915,1001222,T.E.S.T. Total Education Solutions In Technology,01/05/2021 00:00,NW - Tanner A,0,Montana,Wire,Material,Invoiced Sales,Reseller,2021,Q2,5
INV7915,1001222,T.E.S.T. Total Education Solutions In Technology,01/05/2021 00:00,NW - Tanner A,0,Montana,Miscellaneous,Material,Invoiced Sales,Reseller,2021,Q2,5
INV7915,1001222,T.E.S.T. Total Education Solutions In Technology,01/05/2021 00:00,NW - Tanner A,0,Montana,Batteries,Material,Invoiced Sales,Reseller,2021,Q2,5
INV7915,1001222,T.E.S.T. Total Education Solutions In Technology,01/05/2021 00:00,NW - Tanner A,0,Montana,Microphones,Material,Invoiced Sales,Reseller,2021,Q2,5
INV7927,1001222,T.E.S.T. Total Education Solutions In Technology,01/05/2021 00:00,NW - Tanner A,644.48,Montana,Network Devices,Material,Invoiced Sales,Reseller,2021,Q2,5
INV7915,1001222,T.E.S.T. Total Education Solutions In Technology,01/05/2021 00:00,NW - Tanner A,3245,Montana,AE License,Material,Invoiced Sales,Reseller,2021,Q2,5
INV7915,1001222,T.E.S.T. Total Education Solutions In Technology,01/05/2021 00:00,NW - Tanner A,5631.86,Montana,Cameras,Material,Invoiced Sales,Reseller,2021,Q2,5
INV7915,1001222,T.E.S.T. Total Education Solutions In Technology,01/05/2021 00:00,NW - Tanner A,3941.72,Montana,EPIC,Material,Invoiced Sales,Reseller,2021,Q2,5
INV7915,1001222,T.E.S.T. Total Education Solutions In Technology,01/05/2021 00:00,NW - Tanner A,838.74,Montana,Speakers,Material,Invoiced Sales,Reseller,2021,Q2,5
INV7915,1001222,T.E.S.T. Total Education Solutions In Technology,01/05/2021 00:00,NW - Tanner A,745.14,Montana,Accessories,Material,Invoiced Sales,Reseller,2021,Q2,5
INV7915,1001222,T.E.S.T. Total Education Solutions In Technology,01/05/2021 00:00,NW - Tanner A,13897.09,Montana,Kits,Material,Invoiced Sales,Reseller,2021,Q2,5
INV7918,1004219,R.E. Yates Electric Inc.,01/05/2021 00:00,FL - Gary E,200,Florida,Design Services,Service,Invoiced Sales,Customer,2021,Q2,5
INV7918,1004219,R.E. Yates Electric Inc.,01/05/2021 00:00,FL - Gary E,180,Florida,Install Services - Commission,Service,Invoiced Sales,Customer,2021,Q2,5
INV7931,1000118,Bibb County Public Schools,01/06/2021 00:00,SE - Kevin M,0,Georgia,Assembly Services,Service,Invoiced Sales,Reseller,2021,Q2,6
INV7930,1000118,Bibb County Public Schools,01/06/2021 00:00,SE - Kevin M,0,Georgia,Assembly Services,Service,Invoiced Sales,Reseller,2021,Q2,6
INV7932,1000118,Bibb County Public Schools,01/06/2021 00:00,SE - Kevin M,0,Georgia,Assembly Services,Service,Invoiced Sales,Reseller,2021,Q2,6
INV7932,1000118,Bibb County Public Schools,01/06/2021 00:00,SE - Kevin M,1993.76,Georgia,Design Services,Service,Invoiced Sales,Reseller,2021,Q2,6
INV7931,1000118,Bibb County Public Schools,01/06/2021 00:00,SE - Kevin M,20242.5,Georgia,Install Services - Commission,Service,Invoiced Sales,Reseller,2021,Q2,6
INV7930,1000118,Bibb County Public Schools,01/06/2021 00:00,SE - Kevin M,30527.5,Georgia,Install Services - Commission,Service,Invoiced Sales,Reseller,2021,Q2,6
INV7932,1000118,Bibb County Public Schools,01/06/2021 00:00,SE - Kevin M,30957.18,Georgia,Install Services - Commission,Service,Invoiced Sales,Reseller,2021,Q2,6
INV7931,1000118,Bibb County Public Schools,01/06/2021 00:00,SE - Kevin M,3864.5,Georgia,Programming Services,Service,Invoiced Sales,Reseller,2021,Q2,6
INV7930,1000118,Bibb County Public Schools,01/06/2021 00:00,SE - Kevin M,5364.5,Georgia,Programming Services,Service,Invoiced Sales,Reseller,2021,Q2,6
INV7932,1000118,Bibb County Public Schools,01/06/2021 00:00,SE - Kevin M,5031.37,Georgia,Programming Services,Service,Invoiced Sales,Reseller,2021,Q2,6
INV7931,1000118,Bibb County Public Schools,01/06/2021 00:00,SE - Kevin M,1995,Georgia,Design Services,Service,Invoiced Sales,Reseller,2021,Q2,6
INV7930,1000118,Bibb County Public Schools,01/06/2021 00:00,SE - Kevin M,1995,Georgia,Design Services,Service,Invoiced Sales,Reseller,2021,Q2,6
INV7933,1000124,Boulder Valley School District,01/06/2021 00:00,West - Rulon C,13977,Colorado,Install Services - Commission,Service,Invoiced Sales,Reseller,2021,Q2,6
INV7934,1000124,Boulder Valley School District,01/06/2021 00:00,West - Rulon C,3780,Colorado,Install Services - Commission,Service,Invoiced Sales,Reseller,2021,Q2,6
CM2040,1000435,Fremont County School District #25,01/06/2021 00:00,NW - Tanner A,-12000,Not Assigned,Contingency Services,Service,Invoiced Sales,Reseller,2021,Q2,6
CM2039,1000460,Granite School District,01/06/2021 00:00,NW - Tanner A,-916.46,Not Assigned,Miscellaneous,Material,Invoiced Sales,Customer,2021,Q2,6
INV7941,1003550,TEQ Lease,01/06/2021 00:00,NW - Devon M,1702,Oregon,Speakers,Material,Invoiced Sales,Reseller,2021,Q2,6
INV7941,1003550,TEQ Lease,01/06/2021 00:00,NW - Devon M,1260,Oregon,Wire,Material,Invoiced Sales,Reseller,2021,Q2,6
INV7941,1003550,TEQ Lease,01/06/2021 00:00,NW - Devon M,1125,Oregon,Accessories,Material,Invoiced Sales,Reseller,2021,Q2,6
INV7947,1000118,Bibb County Public Schools,01/07/2021 00:00,SE - Kevin M,0,Georgia,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7950,1000118,Bibb County Public Schools,01/07/2021 00:00,SE - Kevin M,0,Georgia,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7947,1000118,Bibb County Public Schools,01/07/2021 00:00,SE - Kevin M,0,Georgia,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7950,1000118,Bibb County Public Schools,01/07/2021 00:00,SE - Kevin M,0,Georgia,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7947,1000118,Bibb County Public Schools,01/07/2021 00:00,SE - Kevin M,0,Georgia,Microphones,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7950,1000118,Bibb County Public Schools,01/07/2021 00:00,SE - Kevin M,0,Georgia,Microphones,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7947,1000118,Bibb County Public Schools,01/07/2021 00:00,SE - Kevin M,7425,Georgia,Kits,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7950,1000118,Bibb County Public Schools,01/07/2021 00:00,SE - Kevin M,9225,Georgia,Kits,Material,Invoiced Sales,Reseller,2021,Q3,7
INV11038,1000124,Boulder Valley School District,01/07/2021 00:00,West - Rulon C,1082.5,Colorado,Install Services - Commission,Service,Invoiced Sales,Customer,2021,Q3,7
INV7944,1000124,Boulder Valley School District,01/07/2021 00:00,West - Rulon C,1846.5,Colorado,Install Services - Commission,Service,Invoiced Sales,Reseller,2021,Q3,7
INV7951,1000182,Central Technologies Inc,01/07/2021 00:00,SE - Shannon H,0,Tennessee,Network Devices,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7951,1000182,Central Technologies Inc,01/07/2021 00:00,SE - Shannon H,0,Tennessee,Wire,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7952,1000182,Central Technologies Inc,01/07/2021 00:00,SE - Shannon H,0,Tennessee,Miscellaneous,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7951,1000182,Central Technologies Inc,01/07/2021 00:00,SE - Shannon H,0,Tennessee,Miscellaneous,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7951,1000182,Central Technologies Inc,01/07/2021 00:00,SE - Shannon H,0,Tennessee,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7952,1000182,Central Technologies Inc,01/07/2021 00:00,SE - Shannon H,0,Tennessee,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7951,1000182,Central Technologies Inc,01/07/2021 00:00,SE - Shannon H,0,Tennessee,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7952,1000182,Central Technologies Inc,01/07/2021 00:00,SE - Shannon H,0,Tennessee,Microphones,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7951,1000182,Central Technologies Inc,01/07/2021 00:00,SE - Shannon H,0,Tennessee,Microphones,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7951,1000182,Central Technologies Inc,01/07/2021 00:00,SE - Shannon H,32.63,Tennessee,Power Supply,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7951,1000182,Central Technologies Inc,01/07/2021 00:00,SE - Shannon H,40.34,Tennessee,Enclosures,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7952,1000182,Central Technologies Inc,01/07/2021 00:00,SE - Shannon H,969.02,Tennessee,Speakers,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7952,1000182,Central Technologies Inc,01/07/2021 00:00,SE - Shannon H,42.77,Tennessee,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7952,1000182,Central Technologies Inc,01/07/2021 00:00,SE - Shannon H,134.84,Tennessee,Kits,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7951,1000182,Central Technologies Inc,01/07/2021 00:00,SE - Shannon H,847.67,Tennessee,Kits,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7953,1000879,Online Customers,01/07/2021 00:00,Strategic - Jessica B,64,Utah,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7949,1000879,Online Customers,01/07/2021 00:00,Strategic - Jessica B,128,Utah,Batteries,Material,Invoiced Sales,Customer,2021,Q3,7
INV7948,1001222,T.E.S.T. Total Education Solutions In Technology,01/07/2021 00:00,NW - Tanner A,0,Montana,3rd Party License,Material,Invoiced Sales,Customer,2021,Q3,7
INV7948,1001222,T.E.S.T. Total Education Solutions In Technology,01/07/2021 00:00,NW - Tanner A,0,Montana,Miscellaneous,Material,Invoiced Sales,Customer,2021,Q3,7
INV7948,1001222,T.E.S.T. Total Education Solutions In Technology,01/07/2021 00:00,NW - Tanner A,2708.8,Montana,Amplifiers,Material,Invoiced Sales,Customer,2021,Q3,7
INV7948,1001222,T.E.S.T. Total Education Solutions In Technology,01/07/2021 00:00,NW - Tanner A,1936.78,Montana,Network Devices,Material,Invoiced Sales,Customer,2021,Q3,7
INV7948,1001222,T.E.S.T. Total Education Solutions In Technology,01/07/2021 00:00,NW - Tanner A,105.2,Montana,Wire,Material,Invoiced Sales,Customer,2021,Q3,7
INV7948,1001222,T.E.S.T. Total Education Solutions In Technology,01/07/2021 00:00,NW - Tanner A,380.52,Montana,Accessories,Material,Invoiced Sales,Customer,2021,Q3,7
INV7948,1001222,T.E.S.T. Total Education Solutions In Technology,01/07/2021 00:00,NW - Tanner A,368.86,Montana,Kits,Material,Invoiced Sales,Customer,2021,Q3,7
INV7955,1003040,Direct Companies,01/07/2021 00:00,CL - Tim B Jr,0,South Dakota,Wire,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7955,1003040,Direct Companies,01/07/2021 00:00,CL - Tim B Jr,3460,South Dakota,Network Devices,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7955,1003040,Direct Companies,01/07/2021 00:00,CL - Tim B Jr,140.8,South Dakota,Kits,Material,Invoiced Sales,Reseller,2021,Q3,7
INV7970,1000045,Affinitech Inc,01/08/2021 00:00,CL - Sam J,0,Minnesota,Speakers,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7970,1000045,Affinitech Inc,01/08/2021 00:00,CL - Sam J,0,Minnesota,Wire,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7970,1000045,Affinitech Inc,01/08/2021 00:00,CL - Sam J,920,Minnesota,Kits,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7979,1000087,Avidex,01/08/2021 00:00,West - Rulon C,315,Washington,Enclosures,Material,Invoiced Sales,Customer,2021,Q3,8
INV7966,1000118,Bibb County Public Schools,01/08/2021 00:00,SE - Kevin M,0,Georgia,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7966,1000118,Bibb County Public Schools,01/08/2021 00:00,SE - Kevin M,0,Georgia,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7965,1000118,Bibb County Public Schools,01/08/2021 00:00,SE - Kevin M,0,Georgia,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7966,1000118,Bibb County Public Schools,01/08/2021 00:00,SE - Kevin M,0,Georgia,Microphones,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7965,1000118,Bibb County Public Schools,01/08/2021 00:00,SE - Kevin M,0,Georgia,Microphones,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7980,1000118,Bibb County Public Schools,01/08/2021 00:00,SE - Kevin M,3500,Georgia,Enclosures,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7965,1000118,Bibb County Public Schools,01/08/2021 00:00,SE - Kevin M,4469.21,Georgia,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7966,1000118,Bibb County Public Schools,01/08/2021 00:00,SE - Kevin M,9225,Georgia,Kits,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7965,1000118,Bibb County Public Schools,01/08/2021 00:00,SE - Kevin M,11692.7,Georgia,Kits,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7974,1000135,Bridgetek Solutions,01/08/2021 00:00,SE - Patrick S,0,South Carolina,Amplifiers,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7974,1000135,Bridgetek Solutions,01/08/2021 00:00,SE - Patrick S,0,South Carolina,Power Supply,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7974,1000135,Bridgetek Solutions,01/08/2021 00:00,SE - Patrick S,0,South Carolina,Network Devices,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7974,1000135,Bridgetek Solutions,01/08/2021 00:00,SE - Patrick S,0,South Carolina,Speakers,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7974,1000135,Bridgetek Solutions,01/08/2021 00:00,SE - Patrick S,0,South Carolina,Wire,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7960,1000135,Bridgetek Solutions,01/08/2021 00:00,SE - Patrick S,0,South Carolina,Wire,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7974,1000135,Bridgetek Solutions,01/08/2021 00:00,SE - Patrick S,0,South Carolina,Miscellaneous,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7974,1000135,Bridgetek Solutions,01/08/2021 00:00,SE - Patrick S,0,South Carolina,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7974,1000135,Bridgetek Solutions,01/08/2021 00:00,SE - Patrick S,0,South Carolina,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7974,1000135,Bridgetek Solutions,01/08/2021 00:00,SE - Patrick S,0,South Carolina,Microphones,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7960,1000135,Bridgetek Solutions,01/08/2021 00:00,SE - Patrick S,768,South Carolina,EPIC,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7974,1000135,Bridgetek Solutions,01/08/2021 00:00,SE - Patrick S,50,South Carolina,Enclosures,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7960,1000135,Bridgetek Solutions,01/08/2021 00:00,SE - Patrick S,70.3,South Carolina,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7974,1000135,Bridgetek Solutions,01/08/2021 00:00,SE - Patrick S,2356.05,South Carolina,Kits,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7960,1000135,Bridgetek Solutions,01/08/2021 00:00,SE - Patrick S,856.55,South Carolina,Kits,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7983,1000234,Clinton Learning Solutions LLC,01/08/2021 00:00,SE - Chris C,1556.11,Virginia,Wire,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7967,1000307,DAT Digital Age Technologies,01/08/2021 00:00,CL - Alex N,0,Michigan,Speakers,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7967,1000307,DAT Digital Age Technologies,01/08/2021 00:00,CL - Alex N,0,Michigan,Wire,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7967,1000307,DAT Digital Age Technologies,01/08/2021 00:00,CL - Alex N,1641.2,Michigan,Kits,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7963,1000393,Fayette County Public Schools,01/08/2021 00:00,SE - Austin A,320,Georgia,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7961,1000465,Grahl Construction,01/08/2021 00:00,SE - Kevin M,0,Georgia,Miscellaneous,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7961,1000465,Grahl Construction,01/08/2021 00:00,SE - Kevin M,0,Georgia,Batteries,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7961,1000465,Grahl Construction,01/08/2021 00:00,SE - Kevin M,0,Georgia,Microphones,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7961,1000465,Grahl Construction,01/08/2021 00:00,SE - Kevin M,677.2,Georgia,Amplifiers,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7961,1000465,Grahl Construction,01/08/2021 00:00,SE - Kevin M,29,Georgia,Enclosures,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7961,1000465,Grahl Construction,01/08/2021 00:00,SE - Kevin M,807.27,Georgia,Network Devices,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7961,1000465,Grahl Construction,01/08/2021 00:00,SE - Kevin M,56.21,Georgia,Wire,Material,Invoiced Sales,Reseller,2021,Q3,8
INV7961,1000465,Grahl Construction,01/08/2021 00:00,SE - Kevin M,108.85,Georgia,Accessories,Material,Invoiced Sales,Reseller,2021,Q3,8
